"CODINST","NOMBREINSTITUCION","CODIGOMUNICIPIO","NOMBREMUNICIPIO","DEPARTAMENTO","CALENDARIO","NATURALEZA","JORNADA","EVALUADOS","PROMLECTURACRITICA","PROMMATEMATICA","PROMSOCIALESYCIUDADANAS","PROMCIENCIASNATURALES","PROMINGLES","PROMRAZONAMIENTOCUANTITA","PROMCOMPETENCIASCIUDADAN"
53108,"FUNDACION EDUCATIVA LIDERES",76001,"CALI","VALLE","B","NO OFICIAL","COMPLETA U ORDINARIA",9,55.22,50.11,57.89,51.44,67.78,51.67,54.89
144048,"COLEGIO ARTURO VELASQUEZ ORTIZ",5042,"SANTAFÉ DE ANTIOQUIA","ANTIOQUIA","A","OFICIAL","SABATINA - DOMINICAL",23,40.7,42.13,40.65,34.91,43.39,42.43,41.13
191445,"COL JHON DALTON",11001,"BOGOTÁ D.C.","BOGOTA","A","NO OFICIAL","SABATINA - DOMINICAL",2,53.5,47,57,45,45.5,45.5,53.5
97857,"INST TEC COLOMBIANO INTECOL",68001,"BUCARAMANGA","SANTANDER","A","NO OFICIAL","MAÑANA",15,48.93,48.6,45.53,47.6,46.67,49.4,45.33
4234,"COLEGIO JORGE WASHINGTON - SEDE PRINCIPAL",13001,"CARTAGENA","BOLIVAR","B","NO OFICIAL","COMPLETA U ORDINARIA",48,63.35,71.69,70.19,68.77,87,73.77,65.85
130831,"COLEGIO CORPORACIÓN SANTO DOMINGO",15176,"CHIQUINQUIRA","BOYACA","A","NO OFICIAL","MAÑANA",9,48.44,46.56,47.89,45.22,44,46,49.22
25395,"GIMN CAMPESTRE",11001,"BOGOTÁ D.C.","BOGOTA","B","NO OFICIAL","COMPLETA U ORDINARIA",65,69.42,75.83,76.54,74.68,84.45,76.77,72.6
54148,"LIC MONTANA",11001,"BOGOTÁ D.C.","BOGOTA","A","NO OFICIAL","COMPLETA U ORDINARIA",6,54.83,54,62.5,61.83,57.83,57,61.67
161232,"SEDE 1 IBERIA",52835,"TUMACO","NARIÑO","A","OFICIAL","NOCHE",8,40,39.25,36.38,33.38,44.75,40.88,37.25
101063,"INST NAL DE TECNOLG EMPRESARIAL INTE",76520,"PALMIRA","VALLE","B","NO OFICIAL","MAÑANA",35,48.17,45.23,47.77,45.69,48.2,45.26,48
76687,"COL. LOS LIBERTADORES",17001,"MANIZALES","CALDAS","A","NO OFICIAL","MAÑANA",5,46.6,51,46.8,49,45.6,52,47.8
58065,"COL LIC FRANCES DE PEREIRA",66001,"PEREIRA","RISARALDA","B","NO OFICIAL","COMPLETA U ORDINARIA",33,68.06,78.15,75.91,74.06,78.3,79.85,71.7
191114,"INSTITUCION EDUCATIVA DEPARTAMENTAL PABLO NERUDA",25740,"SIBATE","CUNDINAMARCA","A","OFICIAL","SABATINA - DOMINICAL",6,44.33,42.67,38.5,41.33,42.67,44.67,39.83
105742,"COLEGIO FREINET",76001,"CALI","VALLE","B","NO OFICIAL","COMPLETA U ORDINARIA",39,68.72,72.31,70.49,72.95,81.64,72.62,66.59
74518,"COL TRIANGULO PALOQUEMAO",11001,"BOGOTÁ D.C.","BOGOTA","A","NO OFICIAL","NOCHE",26,48.73,49.12,48.85,47,47.12,49.08,49.42
155671,"INSTITUTO IBEROLATINO DE EDUCACIÓN SAS INIDE - SEDE PRINCIPAL",5697,"SANTUARIO","ANTIOQUIA","A","NO OFICIAL","TARDE",39,43.21,41.85,39.95,37.51,44.18,44.21,42.51
